,date,open,high,low,close,volume,oi
1325,2022-07-19 12:35:00+05:30,741.4,741.4,741.4,741.4,0,217400
1326,2022-07-19 12:36:00+05:30,741.4,741.4,741.4,741.4,0,217400
1327,2022-07-19 12:37:00+05:30,741.4,741.4,741.4,741.4,0,217400
1328,2022-07-19 12:38:00+05:30,741.4,741.4,741.4,741.4,0,217400
1329,2022-07-19 12:39:00+05:30,741.4,741.4,741.4,741.4,0,217400
1330,2022-07-19 12:40:00+05:30,741.4,741.4,739.45,739.45,50,217400
1331,2022-07-19 12:41:00+05:30,739.45,741.7,739.45,741.7,100,217400
1332,2022-07-19 12:42:00+05:30,741.7,741.7,741.7,741.7,0,217400
1333,2022-07-19 12:43:00+05:30,741.7,741.7,741.7,741.7,0,217400
1334,2022-07-19 12:44:00+05:30,741.7,741.7,734.05,734.05,50,217350
1335,2022-07-19 12:45:00+05:30,734.05,741.7,734.05,741.7,50,217300
